frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_invalid,frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,eth.src,eth.dst,frame.cap_len,frame.coloring_rule.name,frame.coloring_rule.string,frame.comment,frame.comment.expert,frame.encap_type,frame.file_off,frame.ignored,frame.incomplete,frame.interface_id,frame.interface_name,frame.len,frame.link_nr,frame.marked,frame.md5_hash,frame.number,frame.offset_shift,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.flags.reserved,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.conflag.cleansess,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.uname,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgid,mqtt.msgtype,mqtt.passwd,mqtt.passwd_len,mqtt.proto_len,mqtt.protoname,mqtt.qos,mqtt.retain,mqtt.sub.qos,mqtt.suback.qos,mqtt.topic,mqtt.topic_len,mqtt.username,mqtt.username_len,mqtt.ver,mqtt.willmsg,mqtt.willmsg_len,mqtt.willtopic,mqtt.willtopic_len,type
"0.003538000","0.003538000","1535974203.606466000",,"2357.877954000","192.168.1.133","192.168.1.171","49157","1883","60:01:94:37:e0:e1","74:d4:35:ef:e5:5a","54",,,,,"1",,"0",,,,"54",,"0",,"19077","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.003442000","0.003442000","1535974203.609908000",,"2357.881396000","130.117.76.9","192.168.1.227","80","54621","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","66",,,,,"1",,"0",,,,"66",,"0",,"19078","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000488000","0.000488000","1535974203.610396000",,"2357.881884000","130.117.76.9","192.168.1.227","80","54621","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","745",,,,,"1",,"0",,,,"745",,"0",,"19079","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000041000","0.000041000","1535974203.610437000",,"2357.881925000","130.117.76.9","192.168.1.227","80","54621","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","66",,,,,"1",,"0",,,,"66",,"0",,"19080","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.044869000","0.044869000","1535974203.655306000",,"2357.926794000","192.168.1.227","130.117.76.9","54621","80","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19081","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.001166000","0.001166000","1535974203.656472000",,"2357.927960000","192.168.1.227","130.117.76.9","54621","80","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19082","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.011335000","0.011335000","1535974203.667807000",,"2357.939295000","192.168.1.227","130.117.76.9","38048","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","74",,,,,"1",,"0",,,,"74",,"0",,"19083","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.020659000","0.020659000","1535974203.688466000",,"2357.959954000","130.117.76.9","192.168.1.227","80","54621","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","66",,,,,"1",,"0",,,,"66",,"0",,"19084","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.011848000","0.011848000","1535974203.700314000",,"2357.971802000","130.117.76.9","192.168.1.227","443","38048","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","74",,,,,"1",,"0",,,,"74",,"0",,"19085","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.027591000","0.027591000","1535974203.727905000",,"2357.999393000","13.107.18.11","192.168.1.227","443","37963","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","532",,,,,"1",,"0",,,,"532",,"0",,"19086","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000068000","0.000068000","1535974203.727973000",,"2357.999461000","13.107.18.11","192.168.1.227","443","37963","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","309",,,,,"1",,"0",,,,"309",,"0",,"19087","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000036000","0.000036000","1535974203.728009000",,"2357.999497000","13.107.18.11","192.168.1.227","443","37963","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","104",,,,,"1",,"0",,,,"104",,"0",,"19088","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000036000","0.000036000","1535974203.728045000",,"2357.999533000","13.107.18.11","192.168.1.227","443","37963","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","92",,,,,"1",,"0",,,,"92",,"0",,"19089","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.056269000","0.056269000","1535974203.784314000",,"2358.055802000","192.168.1.227","130.117.76.9","38048","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19090","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000160000","0.000160000","1535974203.784474000",,"2358.055962000","192.168.1.227","130.117.76.9","38048","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","583",,,,,"1",,"0",,,,"583",,"0",,"19091","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.002914000","0.002914000","1535974203.787388000",,"2358.058876000","192.168.1.227","13.107.18.11","37963","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","54",,,,,"1",,"0",,,,"54",,"0",,"19092","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.029314000","0.029314000","1535974203.816702000",,"2358.088190000","130.117.76.9","192.168.1.227","443","38048","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","66",,,,,"1",,"0",,,,"66",,"0",,"19093","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.002554000","0.002554000","1535974203.819256000",,"2358.090744000","130.117.76.9","192.168.1.227","443","38048","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","1514",,,,,"1",,"0",,,,"1514",,"0",,"19094","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000092000","0.000092000","1535974203.819348000",,"2358.090836000","130.117.76.9","192.168.1.227","443","38048","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","1514",,,,,"1",,"0",,,,"1514",,"0",,"19095","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000069000","0.000069000","1535974203.819417000",,"2358.090905000","130.117.76.9","192.168.1.227","443","38048","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","1008",,,,,"1",,"0",,,,"1008",,"0",,"19096","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.006641000","0.006641000","1535974203.826058000",,"2358.097546000","192.168.1.227","130.117.76.9","38048","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19097","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000279000","0.000279000","1535974203.826337000",,"2358.097825000","192.168.1.227","130.117.76.9","38048","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19098","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.001062000","0.001062000","1535974203.827399000",,"2358.098887000","192.168.1.227","130.117.76.9","38048","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19099","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.001227000","0.001227000","1535974203.828626000",,"2358.100114000","192.168.1.227","130.117.76.9","38048","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","151",,,,,"1",,"0",,,,"151",,"0",,"19100","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.001416000","0.001416000","1535974203.830042000",,"2358.101530000","192.168.1.227","130.117.76.9","38048","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","151",,,,,"1",,"0",,,,"151",,"0",,"19101","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.001833000","0.001833000","1535974203.831875000",,"2358.103363000","192.168.1.227","130.117.76.9","38048","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","366",,,,,"1",,"0",,,,"366",,"0",,"19102","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.029397000","0.029397000","1535974203.861272000",,"2358.132760000","130.117.76.9","192.168.1.227","443","38048","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","348",,,,,"1",,"0",,,,"348",,"0",,"19103","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000091000","0.000091000","1535974203.861363000",,"2358.132851000","130.117.76.9","192.168.1.227","443","38048","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","115",,,,,"1",,"0",,,,"115",,"0",,"19104","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.001104000","0.001104000","1535974203.862467000",,"2358.133955000","192.168.1.227","130.117.76.9","38048","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19105","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000302000","0.000302000","1535974203.862769000",,"2358.134257000","130.117.76.9","192.168.1.227","443","38048","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","96",,,,,"1",,"0",,,,"96",,"0",,"19106","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000199000","0.000199000","1535974203.862968000",,"2358.134456000","192.168.1.227","130.117.76.9","38048","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","96",,,,,"1",,"0",,,,"96",,"0",,"19107","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.031415000","0.031415000","1535974203.894383000",,"2358.165871000","130.117.76.9","192.168.1.227","443","38048","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","66",,,,,"1",,"0",,,,"66",,"0",,"19108","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.001820000","0.001820000","1535974203.896203000",,"2358.167691000","192.168.1.227","130.117.76.9","38048","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19109","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.004779000","0.004779000","1535974203.900982000",,"2358.172470000","130.117.76.9","192.168.1.227","443","38048","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","931",,,,,"1",,"0",,,,"931",,"0",,"19110","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.023851000","0.023851000","1535974203.924833000",,"2358.196321000","192.168.1.227","192.168.1.1",,,"48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","79",,,,,"1",,"0",,,,"79",,"0",,"19111","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.014482000","0.014482000","1535974203.939315000",,"2358.210803000","192.168.1.227","130.117.76.9","38048","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19112","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.135523000","0.135523000","1535974204.074838000",,"2358.346326000","192.168.1.227","203.119.218.22","59274","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","94",,,,,"1",,"0",,,,"94",,"0",,"19113","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.726432000","0.726432000","1535974204.801270000",,"2359.072758000","192.168.1.227","203.119.218.22","59274","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","94",,,,,"1",,"0",,,,"94",,"0",,"19114","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.335062000","0.335062000","1535974205.136332000",,"2359.407820000","203.119.218.22","192.168.1.227","443","59274","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","54",,,,,"1",,"0",,,,"54",,"0",,"19115","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000065000","0.000065000","1535974205.136397000",,"2359.407885000","203.119.218.22","192.168.1.227","443","59274","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","94",,,,,"1",,"0",,,,"94",,"0",,"19116","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.094035000","0.094035000","1535974205.230432000",,"2359.501920000","192.168.1.227","203.119.218.22","59274","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","54",,,,,"1",,"0",,,,"54",,"0",,"19117","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.235147000","0.235147000","1535974205.465579000",,"2359.737067000",,,,,"30:5a:3a:62:72:80","18:a6:f7:eb:77:26","42",,,,,"1",,"0",,,,"42",,"0",,"19118","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000069000","0.000069000","1535974205.465648000",,"2359.737136000",,,,,"18:a6:f7:eb:77:26","30:5a:3a:62:72:80","42",,,,,"1",,"0",,,,"42",,"0",,"19119","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.500961000","0.500961000","1535974205.966609000",,"2360.238097000","192.168.1.196","224.0.0.252",,,"30:5a:3a:62:72:80","01:00:5e:00:00:fc","46",,,,,"1",,"0",,,,"46",,"0",,"19120","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.338223000","0.338223000","1535974206.304832000",,"2360.576320000","192.168.1.227","192.168.1.171","43534","3000","48:5a:3f:93:39:9c","74:d4:35:ef:e5:5a","78",,,,,"1",,"0",,,,"78",,"0",,"19121","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.002252000","0.002252000","1535974206.307084000",,"2360.578572000","192.168.1.171","192.168.1.193","1883","49158","74:d4:35:ef:e5:5a","68:c6:3a:8b:d0:1e","70",,,,,"1",,"0",,,,"70",,"0",,"19122","0.000000000",,,,,,,,,,,,,,,"0","0x00000030",,"14","1",,"3",,,,,"0","0",,,"light/rele1","11",,,,,,,,normal
"0.012876000","0.012876000","1535974206.319960000",,"2360.591448000","192.168.1.171","192.168.1.102","3000","59550","74:d4:35:ef:e5:5a","30:5a:3a:62:72:80","79",,,,,"1",,"0",,,,"79",,"0",,"19123","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.001537000","0.001537000","1535974206.321497000",,"2360.592985000","192.168.1.102","192.168.1.171","59550","3000","30:5a:3a:62:72:80","74:d4:35:ef:e5:5a","60",,,,,"1",,"0",,,,"60",,"0",,"19124","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.011541000","0.011541000","1535974206.333038000",,"2360.604526000","192.168.1.1","192.168.1.227",,,"18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","241",,,,,"1",,"0",,,,"241",,"0",,"19125","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.003461000","0.003461000","1535974206.336499000",,"2360.607987000","192.168.1.227","76.13.28.196","41459","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","74",,,,,"1",,"0",,,,"74",,"0",,"19126","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.008948000","0.008948000","1535974206.345447000",,"2360.616935000","192.168.1.171","192.168.1.227","3000","43534","74:d4:35:ef:e5:5a","48:5a:3f:93:39:9c","60",,,,,"1",,"0",,,,"60",,"0",,"19127","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.086417000","0.086417000","1535974206.431864000",,"2360.703352000","192.168.1.227","76.13.28.196","41460","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","74",,,,,"1",,"0",,,,"74",,"0",,"19128","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.042153000","0.042153000","1535974206.474017000",,"2360.745505000","192.168.1.227","74.125.140.188","51790","5228","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","1101",,,,,"1",,"0",,,,"1101",,"0",,"19129","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.002155000","0.002155000","1535974206.476172000",,"2360.747660000","76.13.28.196","192.168.1.227","443","41459","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","74",,,,,"1",,"0",,,,"74",,"0",,"19130","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000835000","0.000835000","1535974206.477007000",,"2360.748495000","192.168.1.227","76.13.28.196","41459","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19131","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000428000","0.000428000","1535974206.477435000",,"2360.748923000","192.168.1.227","76.13.28.196","41459","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","583",,,,,"1",,"0",,,,"583",,"0",,"19132","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.029429000","0.029429000","1535974206.506864000",,"2360.778352000","74.125.140.188","192.168.1.227","5228","51790","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","66",,,,,"1",,"0",,,,"66",,"0",,"19133","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.044067000","0.044067000","1535974206.550931000",,"2360.822419000","192.168.1.193","192.168.1.171","49158","1883","68:c6:3a:8b:d0:1e","74:d4:35:ef:e5:5a","54",,,,,"1",,"0",,,,"54",,"0",,"19134","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.007878000","0.007878000","1535974206.558809000",,"2360.830297000","74.125.140.188","192.168.1.227","5228","51790","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","407",,,,,"1",,"0",,,,"407",,"0",,"19135","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.003368000","0.003368000","1535974206.562177000",,"2360.833665000","192.168.1.227","74.125.140.188","51790","5228","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19136","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.010852000","0.010852000","1535974206.573029000",,"2360.844517000","76.13.28.196","192.168.1.227","443","41460","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","74",,,,,"1",,"0",,,,"74",,"0",,"19137","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.001086000","0.001086000","1535974206.574115000",,"2360.845603000","192.168.1.227","76.13.28.196","41460","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19138","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.043002000","0.043002000","1535974206.617117000",,"2360.888605000","76.13.28.196","192.168.1.227","443","41459","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","66",,,,,"1",,"0",,,,"66",,"0",,"19139","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000610000","0.000610000","1535974206.617727000",,"2360.889215000","76.13.28.196","192.168.1.227","443","41459","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","1514",,,,,"1",,"0",,,,"1514",,"0",,"19140","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000108000","0.000108000","1535974206.617835000",,"2360.889323000","76.13.28.196","192.168.1.227","443","41459","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","1514",,,,,"1",,"0",,,,"1514",,"0",,"19141","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000100000","0.000100000","1535974206.617935000",,"2360.889423000","76.13.28.196","192.168.1.227","443","41459","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","1266",,,,,"1",,"0",,,,"1266",,"0",,"19142","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000621000","0.000621000","1535974206.618556000",,"2360.890044000","192.168.1.227","76.13.28.196","41459","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19143","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000490000","0.000490000","1535974206.619046000",,"2360.890534000","76.13.28.196","192.168.1.227","443","41459","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","1275",,,,,"1",,"0",,,,"1275",,"0",,"19144","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000277000","0.000277000","1535974206.619323000",,"2360.890811000","192.168.1.227","76.13.28.196","41459","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19145","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000313000","0.000313000","1535974206.619636000",,"2360.891124000","192.168.1.227","76.13.28.196","41459","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19146","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.001136000","0.001136000","1535974206.620772000",,"2360.892260000","192.168.1.227","76.13.28.196","41459","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19147","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.004505000","0.004505000","1535974206.625277000",,"2360.896765000","192.168.1.227","76.13.28.196","41459","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","192",,,,,"1",,"0",,,,"192",,"0",,"19148","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.058856000","0.058856000","1535974206.684133000",,"2360.955621000","192.168.1.227","76.13.28.196","41459","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","159",,,,,"1",,"0",,,,"159",,"0",,"19149","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000425000","0.000425000","1535974206.684558000",,"2360.956046000","192.168.1.227","76.13.28.196","41459","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","636",,,,,"1",,"0",,,,"636",,"0",,"19150","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.080667000","0.080667000","1535974206.765225000",,"2361.036713000","76.13.28.196","192.168.1.227","443","41459","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","340",,,,,"1",,"0",,,,"340",,"0",,"19151","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000054000","0.000054000","1535974206.765279000",,"2361.036767000","76.13.28.196","192.168.1.227","443","41459","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","104",,,,,"1",,"0",,,,"104",,"0",,"19152","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000054000","0.000054000","1535974206.765333000",,"2361.036821000","76.13.28.196","192.168.1.227","443","41459","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","116",,,,,"1",,"0",,,,"116",,"0",,"19153","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000037000","0.000037000","1535974206.765370000",,"2361.036858000","76.13.28.196","192.168.1.227","443","41459","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","99",,,,,"1",,"0",,,,"99",,"0",,"19154","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.002110000","0.002110000","1535974206.767480000",,"2361.038968000","192.168.1.227","76.13.28.196","41459","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19155","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000107000","0.000107000","1535974206.767587000",,"2361.039075000","192.168.1.227","76.13.28.196","41459","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","66",,,,,"1",,"0",,,,"66",,"0",,"19156","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000121000","0.000121000","1535974206.767708000",,"2361.039196000","192.168.1.227","76.13.28.196","41459","443","48:5a:3f:93:39:9c","18:a6:f7:eb:77:26","104",,,,,"1",,"0",,,,"104",,"0",,"19157","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.055922000","0.055922000","1535974206.823630000",,"2361.095118000","76.13.28.196","192.168.1.227","443","41459","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","104",,,,,"1",,"0",,,,"104",,"0",,"19158","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.024880000","0.024880000","1535974206.848510000",,"2361.119998000","76.13.28.196","192.168.1.227","443","41459","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","104",,,,,"1",,"0",,,,"104",,"0",,"19159","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.000227000","0.000227000","1535974206.848737000",,"2361.120225000","76.13.28.196","192.168.1.227","443","41459","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","824",,,,,"1",,"0",,,,"824",,"0",,"19160","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
"0.002134000","0.002134000","1535974206.850871000",,"2361.122359000","76.13.28.196","192.168.1.227","443","41459","18:a6:f7:eb:77:26","48:5a:3f:93:39:9c","571",,,,,"1",,"0",,,,"571",,"0",,"19161","0.000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal
